,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr
454,Kotak Medium Term Fund,1000,5000,0.58,1934.0,9,Deepak Agrawal,3,Kotak Mahindra Mutual Fund,4,Debt,Medium Duration Funds,4.0,7.0,6.6
455,Kotak Money Market Fund,0,5000,0.26,14248.0,10,Deepak Agrawal,3,Kotak Mahindra Mutual Fund,3,Debt,Money Market Funds,5.6,5.1,6.1
456,Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,1000,5000,0.13,783.0,10,Devender Singhal,5,Kotak Mahindra Mutual Fund,0,Other,FoFs Domestic,11.2,25.0,15.3
457,Kotak Overnight Fund,0,5000,0.07,8999.0,4,Deepak Agrawal,1,Kotak Mahindra Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,0.0
458,Kotak Savings Fund,1000,5000,0.37,12325.0,10,Deepak Agrawal,3,Kotak Mahindra Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,6.2
459,Kotak Small Cap Fund,500,500,0.59,8617.0,10,Pankaj Tibrewal,6,Kotak Mahindra Mutual Fund,4,Equity,Small Cap Mutual Funds,-0.7,43.1,17.0
460,Kotak Tax Saver Fund,500,500,0.69,3167.0,10,Harsha Upadhyaya,6,Kotak Mahindra Mutual Fund,4,Equity,ELSS Mutual Funds,5.0,28.9,14.4
461,L&T Focused Equity Fund,500,5000,1.09,946.0,4,Venugopal Manghat,6,L&T Mutual Fund,3,Equity,Focused Funds,-0.7,33.7,11.3
462,L&T India Large Cap Fund,500,5000,1.49,757.0,10,Venugopal Manghat,6,L&T Mutual Fund,2,Equity,Large Cap Mutual Funds,0.8,33.0,12.1
463,LIC MF Arbitrage Fund,1000,5000,0.31,27.0,4,Jaiprakash Toshniwal,1,LIC Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.5,4.4,0.0
464,LIC MF Banking & Fina Serv Fund,1000,5000,1.54,121.0,8,Jaiprakash Toshniwal,6,LIC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.9,22.7,8.5
465,LIC MF Banking & PSU Debt Fund,1000,5000,0.28,1190.0,10,Marzban Irani,2,LIC Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.2,5.7,6.8
466,LIC MF Bond Fund,1000,5000,0.21,111.0,10,Marzban Irani,3,LIC Mutual Fund,2,Debt,Medium to Long Duration Funds,4.4,4.7,6.2
467,LIC MF Children’s Gift Fund,1000,5000,1.86,12.0,10,Karan Desai,6,LIC Mutual Fund,1,Solution Oriented,Childrens Funds,-1.9,17.1,7.6
468,LIC MF Debt Hybrid Fund,1000,5000,1.34,61.0,10,Karan Desai,4,LIC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.5,8.1,6.7
469,LIC MF Equity Hybrid Fund,1000,5000,1.43,378.0,10,Karan Desai,6,LIC Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,-0.5,15.1,8.3
470,LIC MF Flexi Cap Fund,1000,5000,1.74,383.0,10,Amit Nadekar,6,LIC Mutual Fund,2,Equity,Flexi Cap Funds,-0.9,18.3,8.8
471,LIC MF G-Sec Fund,1000,10000,0.76,46.0,10,Marzban Irani,2,LIC Mutual Fund,3,Debt,Gilt Mutual Funds,3.3,4.9,7.7
472,LIC MF Infrastructure Fund,1000,5000,1.47,90.0,10,Yogesh Patil,6,LIC Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,6.7,29.8,11.2
473,LIC MF Large & Mid Cap Fund,1000,5000,0.84,1888.0,8,Yogesh Patil,6,LIC Mutual Fund,3,Equity,Large & Mid Cap Funds,-4.3,22.8,10.9
474,LIC MF Large Cap Fund,1000,5000,1.39,648.0,10,Yogesh Patil,6,LIC Mutual Fund,2,Equity,Large Cap Mutual Funds,-3.2,19.7,10.9
475,LIC MF Liquid Fund,1000,5000,0.16,5996.0,10,Rahul Singh,3,LIC Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3
476,LIC MF Nifty 50 Index Fund,1000,5000,0.2,53.0,10,Jaiprakash Toshniwal,6,LIC Mutual Fund,3,Other,Index Funds,1.0,25.8,11.7
477,LIC MF Overnight Fund,1000,5000,0.07,951.0,4,Rahul Singh,1,LIC Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,0.0
478,LIC MF S&P BSE Sensex Index Fund,1000,5000,0.38,68.0,10,Jaiprakash Toshniwal,6,LIC Mutual Fund,3,Other,Index Funds,2.2,25.4,12.6
479,LIC MF Savings Fund,1000,5000,0.27,707.0,10,Rahul Singh,2,LIC Mutual Fund,3,Debt,Low Duration Funds,5.0,5.9,5.6
480,LIC MF Short Term Debt Fund,1000,5000,0.37,110.0,4,Marzban Irani,3,LIC Mutual Fund,2,Debt,Short Duration Funds,3.7,5.7,0.0
481,LIC MF Tax Plan – Direct Growth,500,500,1.47,401.0,10,Amit Nadekar,6,LIC Mutual Fund,2,Equity,ELSS Mutual Funds,-1.9,20.5,9.9
482,LIC MF Ultra Short Term Fund,1000,5000,0.3,40.0,3,Rahul Singh,1,LIC Mutual Fund,1,Debt,Ultra Short Duration Funds,5.0,4.5,0.0
483,Mahindra Manulife Aggressive Hybrid Fund,500,1000,0.65,615.0,4,Fatema Pacha,6,Mahindra Manulife Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,2.7,24.6,0.0
484,Mahindra Manulife Consumption Fund,500,1000,0.82,54.0,4,Abhinav Khandelwal,6,Mahindra Manulife Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,0.0
485,Mahindra Manulife Dynamic Bond Fund,500,1000,0.51,66.0,5,Rahul Pal,3,Mahindra Manulife Mutual Fund,2,Debt,Dynamic Bond,3.4,4.4,0.0
486,Mahindra Manulife ELSS Fund,500,500,0.73,525.0,6,Fatema Pacha,6,Mahindra Manulife Mutual Fund,3,Equity,ELSS Mutual Funds,2.3,29.3,12.0
487,Mahindra Manulife Equity Savings Fund,500,1000,0.7,418.0,6,Fatema Pacha,4,Mahindra Manulife Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,1.7,32.4,13.3
488,Mahindra Manulife Large & Mid Cap Fund,500,1000,0.51,1056.0,3,Manish Lodha,6,Mahindra Manulife Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.1,30.4,0.0
489,Mahindra Manulife Large Cap Fund,500,1000,0.67,215.0,4,Abhinav Khandelwal,6,Mahindra Manulife Mutual Fund,4,Equity,Large Cap Mutual Funds,0.3,25.7,0.0
490,Mahindra Manulife Liquid Fund,0,1000,0.15,514.0,7,Rahul Pal,3,Mahindra Manulife Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.5,5.4
491,Mahindra Manulife Low Duration Fund,500,1000,0.37,395.0,6,Rahul Pal,3,Mahindra Manulife Mutual Fund,3,Debt,Low Duration Funds,5.2,5.5,6.4
492,Mahindra Manulife Mid Cap Fund,500,1000,0.66,1060.0,5,Abhinav Khandelwal,6,Mahindra Manulife Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.7,31.0,14.7
493,Mahindra Manulife Multi Cap Fund,500,1000,0.49,1515.0,6,Fatema Pacha,6,Mahindra Manulife Mutual Fund,0,Equity,Multi Cap Funds,1.2,32.6,15.8
494,Mahindra Manulife Overnight Fund,0,1000,0.12,345.0,4,Rahul Pal,1,Mahindra Manulife Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,0.0
495,Mahindra Manulife Short Duration Fund,500,1000,0.29,43.0,2,Rahul Pal,3,Mahindra Manulife Mutual Fund,3,Debt,Short Duration Funds,4.4,0.0,0.0
496,Mahindra Manulife Ultra Short Duration Fund,500,1000,0.35,170.0,3,Rahul Pal,2,Mahindra Manulife Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,0.0
497,Mirae Asset Banking and PSU Debt Fund,1000,5000,0.34,89.0,3,Basant Bafna,2,Mirae Asset Mutual Fund,3,Debt,Banking and PSU Mutual Funds,3.7,0.0,0.0
498,Mirae Asset Cash Management Fund,1000,5000,0.17,5983.0,10,Abhishek Iyer,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
499,Mirae Asset Corporate Bond Fund,1000,5000,0.46,57.0,2,Mahendra Jajoo,2,Mirae Asset Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,0.0,0.0
500,Mirae Asset Dynamic Bond Fund,1000,5000,0.18,213.0,6,Amit Modani,3,Mirae Asset Mutual Fund,2,Debt,Dynamic Bond,2.8,4.5,7.2
501,Mirae Asset Emerging Bluechip Fund,1000,5000,0.68,23394.0,10,Neelesh Surana,6,Mirae Asset Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.2,29.4,15.1
502,Mirae Asset Equity Savings Fund,1000,5000,0.43,573.0,4,Harshad Borawake,4,Mirae Asset Mutual Fund,5,Hybrid,Equity Savings Mutual Funds,3.7,16.1,0.0
503,Mirae Asset Focused Fund,1000,5000,0.59,8615.0,4,Gaurav Misra,6,Mirae Asset Mutual Fund,4,Equity,Focused Funds,-4.9,28.4,0.0
504,Mirae Asset Great Consumer Fund,1000,5000,0.5,1989.0,10,Ankit Jain,6,Mirae Asset Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.1,27.2,14.0
505,Mirae Asset Healthcare Fund,1000,5000,0.52,1505.0,5,Vrijesh Kasera,6,Mirae Asset Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.7,25.0,0.0
506,Mirae Asset Hybrid – Equity Fund,1000,5000,0.36,6952.0,8,Harshad Borawake,6,Mirae Asset Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.7,21.9,12.2
507,Mirae Asset Large Cap Fund,1000,5000,0.53,32910.0,10,Gaurav Misra,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,25.3,12.1
508,Mirae Asset Midcap Fund,1000,5000,0.58,8753.0,4,Ankit Jain,6,Mirae Asset Mutual Fund,4,Equity,Mid Cap Mutual Funds,1.2,35.0,0.0
509,Mirae Asset Money Market Fund,1000,5000,0.25,59.0,2,Basant Bafna,2,Mirae Asset Mutual Fund,3,Debt,Money Market Funds,5.3,0.0,0.0
510,Mirae Asset Overnight Fund,1000,5000,0.11,632.0,3,Abhishek Iyer,1,Mirae Asset Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,3.9,0.0
511,Mirae Asset Savings Fund,1000,5000,0.37,606.0,10,Kruti Chheta,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.9
512,Mirae Asset Short Term Fund,1000,5000,0.31,406.0,5,Basant Bafna,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7
513,Mirae Asset Tax Saver Fund,500,500,0.54,14043.0,7,Neelesh Surana,6,Mirae Asset Mutual Fund,5,Equity,ELSS Mutual Funds,0.6,30.3,15.3
514,Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,284.0,2,Basant Bafna,2,Mirae Asset Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,0.0,0.0
515,Motilal Oswal Balance Advantage Fund,500,500,1.19,667.0,6,Santosh Singh,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6
516,Motilal Oswal Equity Hybrid Fund,500,500,0.94,385.0,5,Siddharth Bothra,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3
517,Motilal Oswal Flexi Cap Fund,500,500,0.97,8332.0,9,Siddharth Bothra,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9
518,Motilal Oswal Focused Fund,500,500,1.0,1643.0,10,Siddharth Bothra,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6
519,Motilal Oswal Large and Midcap Fund,500,500,0.73,1415.0,3,Aditya Khemani,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,28.9,0.0
520,Motilal Oswal Liquid Fund,500,500,0.21,484.0,4,Rakesh Shetty,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,0.0
521,Motilal Oswal Long Term Equity Fund,500,500,0.8,2187.0,8,Aditya Khemani,6,Motilal Oswal Mutual Fund,3,Equity,ELSS Mutual Funds,8.5,25.0,10.0
522,Motilal Oswal Midcap Fund,500,500,0.87,3769.0,9,Niket Shah,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34.0,16.4
523,Motilal Oswal Nasdaq 100 FOF – Direct Growth,500,500,0.1,3378.0,4,Swapnil Mayekar,6,Motilal Oswal Mutual Fund,0,Other,FoFs Overseas,-6.2,21.4,0.0
524,Motilal Oswal Nifty 50 Index Fund,500,500,0.14,234.0,3,Swapnil Mayekar,6,Motilal Oswal Mutual Fund,4,Other,Index Funds,0.1,26.0,0.0
525,Motilal Oswal Nifty 500 Index Fund,500,500,0.4,372.0,4,Swapnil Mayekar,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,0.0
526,Motilal Oswal Nifty Bank Index Fund,500,500,0.21,332.0,4,Swapnil Mayekar,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25.0,0.0
527,Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,644.0,4,Swapnil Mayekar,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,33.7,0.0
528,Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,118.0,3,Swapnil Mayekar,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,0.0
529,Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,312.0,4,Swapnil Mayekar,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,37.1,0.0
530,Motilal Oswal Ultra Short Term Fund,500,500,0.58,101.0,10,Rakesh Shetty,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8
531,Navi 3 In 1 Fund,500,1000,0.34,15.0,10,Aditya Mulki,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4
532,Navi ELSS Tax Saver Fund,500,500,0.4,56.0,7,Aditya Mulki,6,Navi Mutual Fund,2,Equity,ELSS Mutual Funds,1.3,23.4,10.5
533,Navi Equity Hybrid Fund,500,10,0.42,82.0,5,Aditya Mulki,6,Navi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,19.7,0.0
534,Navi Flexi Cap Fund,500,10,0.43,202.0,5,Aditya Mulki,6,Navi Mutual Fund,3,Equity,Flexi Cap Funds,2.1,25.9,0.0
535,Navi Large & Midcap Fund,500,10,0.35,234.0,7,Aditya Mulki,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,28.7,12.7
536,Navi Large Cap Equity Fund,500,1000,0.31,91.0,10,Aditya Mulki,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4
537,Navi Regular Savings Fund,500,10,0.39,26.0,10,Surbhi Sharma,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5
538,Navi Ultra Short Term Fund,500,1000,0.73,11.0,10,Surbhi Sharma,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3
539,Nippon India Arbitrage Fund,100,5000,0.21,9234.0,10,Anand Devendra Gupta,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,4.9,5.7
540,Nippon India Balanced Advantage Fund,100,100,0.65,6593.0,10,Amar Kalkundrikar,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.3,17.1,10.1
541,Nippon India Banking & PSU Debt Fund,100,5000,0.33,4008.0,8,Pranay Sinha,3,Nippon India Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4
542,Nippon India Banking&Financial Services-DirGrowth,100,5000,1.32,3826.0,10,Vinay Sharma,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5
543,Nippon India Consumption Fund,100,5000,1.76,312.0,10,Amar Kalkundrikar,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6
544,Nippon India Corporate Bond Fund,100,5000,0.32,1701.0,10,Vivek Sharma,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,6.8,7.0
545,Nippon India Credit Risk Fund,100,500,1.0,927.0,10,Sushil Budhia,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4
546,Nippon India Dynamic Bond Fund,100,5000,0.28,3340.0,10,Pranay Sinha,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7
547,Nippon India Equity Hybrid Fund,100,500,1.31,2764.0,10,Meenakshi Dawar,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9
548,Nippon India Equity Savings Fund,100,5000,0.69,178.0,8,Sushil Budhia,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3
549,Nippon India Floating Rate Fund,100,5000,0.27,7288.0,10,Anju Chhajer,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,6.9,7.1
550,Nippon India Focused Equity Fund,100,5000,1.2,5929.0,10,Vinay Sharma,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33.0,11.9
551,Nippon India Gold Savings Fund,100,100,0.19,1447.0,10,Mehul Dama,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1
552,Nippon India Growth Fund,100,100,1.09,13409.0,10,Rupesh Patel,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5
553,Nippon India GSF – Direct Growth,100,5000,0.63,1158.0,10,Pranay Sinha,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3
554,Nippon India Hybrid Bond Fund,100,5000,1.26,716.0,10,Sushil Budhia,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4
555,Nippon India Income Fund,100,5000,0.58,238.0,10,Vivek Sharma,2,Nippon India Mutual Fund,3,Debt,Medium to Long Duration Funds,6.0,5.8,7.9
556,Nippon India Index Fund,100,5000,0.15,374.0,10,Mehul Dama,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,25.6,13.0
557,Nippon India Index Fund,100,100,0.2,638.0,10,Mehul Dama,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,26.0,11.9
558,Nippon India Large Cap Fund,100,100,1.01,12524.0,10,Sailesh Raj Bhan,6,Nippon India Mutual Fund,3,Equity,Large Cap Mutual Funds,8.4,29.5,12.6
559,Nippon India Liquid Fund,100,1000,0.2,25358.0,10,Anju Chhajer,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4
560,Nippon India Low Duration Fund,100,500,0.37,6232.0,10,Anju Chhajer,2,Nippon India Mutual Fund,4,Debt,Low Duration Funds,5.3,6.2,6.5
561,Nippon India Money Market Fund,100,500,0.21,10718.0,10,Anju Chhajer,3,Nippon India Mutual Fund,5,Debt,Money Market Funds,5.7,5.3,6.3
562,Nippon India Multi Cap Fund,100,100,1.12,14091.0,10,Sailesh Raj Bhan,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,33.7,13.2
563,Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,100,100,0.02,148.0,4,Mehul Dama,6,Nippon India Mutual Fund,2,Other,FoFs Domestic,-5.8,21.8,0.0
564,Nippon India Overnight Fund,100,100,0.08,8861.0,4,Anju Chhajer,1,Nippon India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,0.0
565,Nippon India Pharma Fund,100,5000,1.17,4267.0,10,Sailesh Raj Bhan,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7.0,24.7,15.6
566,Nippon India Power & Infra Fund,100,5000,1.58,1871.0,10,Sanjay Doshi,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,20.4,37.2,10.1
567,Nippon India Quant Fund,100,5000,0.54,34.0,10,Ashutosh Bhargava,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.0,26.9,11.9
568,Nippon India Retirement Fund,500,500,0.85,172.0,8,Pranay Sinha,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4.0,8.4,7.4
569,Nippon India Retirement Fund,500,500,1.03,2233.0,8,Pranay Sinha,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,25.3,6.7
570,Nippon India Short Term Fund,100,100,0.34,5147.0,10,Sushil Budhia,3,Nippon India Mutual Fund,4,Debt,Short Duration Funds,4.3,6.7,7.2
571,Nippon India Small Cap Fund,100,5000,0.86,23910.0,10,Samir Rachh,6,Nippon India Mutual Fund,4,Equity,Small Cap Mutual Funds,8.7,47.6,16.8
572,Nippon India Strategic Debt Fund,100,5000,1.4,151.0,9,Sushil Budhia,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,8.3,-0.9
573,Nippon India Tax Saver (ELSS) Fund,500,500,1.18,11210.0,10,Rupesh Patel,6,Nippon India Mutual Fund,1,Equity,ELSS Mutual Funds,1.8,27.3,6.5
574,Nippon India US Equity Opportunities Fund,100,100,1.22,534.0,8,Kinjal Desai,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3
575,Nippon India USD Fund,100,100,0.38,5114.0,10,Vivek Sharma,3,Nippon India Mutual Fund,5,Debt,Ultra Short Duration Funds,5.9,7.0,5.9
576,Nippon India Value Fund,100,500,1.21,4641.0,10,Meenakshi Dawar,6,Nippon India Mutual Fund,3,Equity,Value Funds,0.0,30.3,12.2
577,Nippon India Vision Fund,100,5000,1.55,3024.0,10,Amar Kalkundrikar,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,27.4,9.3
578,Parag Parikh Flexi Cap Fund,1000,1000,0.75,29953.0,10,Rajeev Thakkar,6,PPFAS Mutual Fund,5,Equity,Flexi Cap Funds,2.3,33.6,17.6
579,Parag Parikh Liquid Fund,1000,5000,0.17,1456.0,5,Raj Mehta,2,PPFAS Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,4.0,0.0
580,Parag Parikh Tax Saver Fund,1000,500,0.8,1147.0,4,Rajeev Thakkar,6,PPFAS Mutual Fund,5,Equity,ELSS Mutual Funds,8.0,33.0,0.0
581,PGIM India Arbitrage Fund,1000,5000,0.33,168.0,9,Utkarsh Katkoria,1,PGIM India Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.3,4.5,5.2
582,PGIM India Banking&PSU Debt Fund,1000,5000,0.25,53.0,10,Puneet Pal,2,PGIM India Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.1,6.4,7.1
583,PGIM India Corporate Bond Fund,1000,5000,0.29,49.0,10,Puneet Pal,2,PGIM India Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.3,6.8,6.9
584,PGIM India Dynamic Bond Fund,1000,5000,0.36,135.0,10,Puneet Pal,2,PGIM India Mutual Fund,3,Debt,Dynamic Bond,4.6,5.7,7.4
585,PGIM India Elss Tax Saver Fund,500,500,1.0,451.0,7,Srinivas Rao Ravuri,6,PGIM India Mutual Fund,4,Equity,ELSS Mutual Funds,2.9,31.8,13.7
586,PGIM India Equity Savings Fund,1000,5000,0.42,143.0,10,Anandha Padmanabhan Anjen,2,PGIM India Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,4.3,12.6,8.0
587,PGIM India Flexi Cap Fund,1000,100,0.4,5199.0,8,Aniruddha Naha,6,PGIM India Mutual Fund,5,Equity,Flexi Cap Funds,-2.3,34.0,15.7
588,PGIM India GEO Fund,1000,5000,1.44,1336.0,10,Rahul Jagwani,6,PGIM India Mutual Fund,0,Other,FoFs Overseas,-7.9,18.9,14.1
589,PGIM India Gilt Fund,1000,5000,0.39,135.0,10,Puneet Pal,3,PGIM India Mutual Fund,3,Debt,Gilt Mutual Funds,4.2,5.3,7.0
590,PGIM India Hybrid Equity Fund,1000,5000,0.68,217.0,10,Vivek Sharma,6,PGIM India Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,4.0,20.6,9.0
591,PGIM India Large Cap Fund,1000,5000,0.98,427.0,10,Srinivas Rao Ravuri,6,PGIM India Mutual Fund,2,Equity,Large Cap Mutual Funds,4.7,24.1,10.9
592,PGIM India Liquid Fund,1000,100,0.17,809.0,10,Puneet Pal,2,PGIM India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4
593,PGIM India Low Duration Fund,1000,5000,0.35,97.0,10,Puneet Pal,2,PGIM India Mutual Fund,1,Debt,Low Duration Funds,5.5,4.3,2.0
594,PGIM India Midcap Opportunities Fund,1000,5000,0.46,7707.0,9,Aniruddha Naha,6,PGIM India Mutual Fund,5,Equity,Mid Cap Mutual Funds,2.0,42.9,19.0
595,PGIM India Money Market Fund,1000,5000,0.15,235.0,3,Puneet Pal,2,PGIM India Mutual Fund,4,Debt,Money Market Funds,5.7,5.1,0.0
596,PGIM India Overnight Fund,1000,100,0.12,75.0,4,Puneet Pal,1,PGIM India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,0.0
597,PGIM India Short Duration Fund,1000,5000,0.5,29.0,10,Puneet Pal,2,PGIM India Mutual Fund,3,Debt,Short Duration Funds,4.5,6.3,4.6
598,PGIM India Ultra Short Duration Fund,1000,25000,0.25,405.0,10,Puneet Pal,2,PGIM India Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,7.3
599,Quant Absolute Fund,1000,5000,0.56,1013.0,10,Sanjeev Sharma,6,Quant Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,7.3,38.2,19.1
600,Quant Active Fund,1000,5000,0.58,3531.0,10,Sanjeev Sharma,6,Quant Mutual Fund,0,Equity,Multi Cap Funds,1.0,45.5,19.9
601,Quant Flexi Cap Fund,1000,5000,0.58,1044.0,10,Vasav Sahgal,6,Quant Mutual Fund,5,Equity,Flexi Cap Funds,6.8,47.7,18.2
602,Quant Focused Fund,1000,5000,0.57,219.0,10,Sanjeev Sharma,6,Quant Mutual Fund,5,Equity,Focused Funds,5.2,33.7,13.1
603,Quant Infrastructure Fund,1000,5000,0.64,822.0,10,Vasav Sahgal,6,Quant Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.6,61.5,21.1
604,Quant Large and Mid Cap Fund,1000,5000,0.56,652.0,10,Sanjeev Sharma,6,Quant Mutual Fund,5,Equity,Large & Mid Cap Funds,6.9,33.0,14.2
605,Quant Liquid Plan – Direct Growth,1000,5000,0.29,1561.0,10,Sanjeev Sharma,2,Quant Mutual Fund,5,Debt,Liquid Mutual Funds,5.6,4.9,5.9
606,Quant Mid Cap Fund,1000,5000,0.63,1550.0,10,Sanjeev Sharma,6,Quant Mutual Fund,5,Equity,Mid Cap Mutual Funds,8.8,45.1,19.8
607,Quant Multi Asset Fund,1000,5000,0.56,634.0,10,Vasav Sahgal,6,Quant Mutual Fund,5,Hybrid,Multi Asset Allocation Mutual Funds,10.6,42.6,20.5
